diagnostic_code,valid_for_coding,category,sub_category,description,record_creation
S84.9,Y,S00-T98,S80-S89,Injury of unspecified nerve at lower leg level,2014-11-19 17:21:23.996408
S85.,N,S00-T98,S80-S89,Injury of blood vessels at lower leg level,2014-11-19 17:21:23.996408
S85.0,Y,S00-T98,S80-S89,Injury of popliteal artery,2014-11-19 17:21:23.996408
S85.1,Y,S00-T98,S80-S89,Injury of (anterior)(posterior) tibial artery,2014-11-19 17:21:23.996408
S85.2,Y,S00-T98,S80-S89,Injury of peroneal artery,2014-11-19 17:21:23.996408
S85.4,Y,S00-T98,S80-S89,Injury of lesser saphenous vein at lower leg level,2014-11-19 17:21:23.996408
S85.5,Y,S00-T98,S80-S89,Injury of popliteal vein,2014-11-19 17:21:23.996408
S85.7,Y,S00-T98,S80-S89,Injury of multiple blood vessels at lower leg level,2014-11-19 17:21:23.996408
S85.8,Y,S00-T98,S80-S89,Injury of other blood vessels at lower leg level,2014-11-19 17:21:23.996408
S86.,N,S00-T98,S80-S89,Injury of muscle and tendon at lower leg level,2014-11-19 17:21:23.996408
S86.0,Y,S00-T98,S80-S89,Injury of Achilles tendon,2014-11-19 17:21:23.996408
S86.1,Y,S00-T98,S80-S89,Injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level,2014-11-19 17:21:23.996408
S86.3,Y,S00-T98,S80-S89,Injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level,2014-11-19 17:21:23.996408
S86.7,Y,S00-T98,S80-S89,Injury of multiple muscles and tendons at lower leg level,2014-11-19 17:21:23.996408
S86.8,Y,S00-T98,S80-S89,Injury of other muscles and tendons at lower leg level,2014-11-19 17:21:23.996408
S86.9,Y,S00-T98,S80-S89,Injury of unspecified muscle and tendon at lower leg level,2014-11-19 17:21:23.996408
S87.,N,S00-T98,S80-S89,Crushing injury of lower leg,2014-11-19 17:21:23.996408
S87.0,Y,S00-T98,S80-S89,Crushing injury of knee,2014-11-19 17:21:23.996408
S87.8,Y,S00-T98,S80-S89,Crushing injury of other and unspecified parts of lower leg,2014-11-19 17:21:23.996408
S88.,N,S00-T98,S80-S89,Traumatic amputation of lower leg,2014-11-19 17:21:23.996408
S88.1,Y,S00-T98,S80-S89,Traumatic amputation at level between knee and ankle,2014-11-19 17:21:23.996408
S88.9,Y,S00-T98,S80-S89,"Traumatic amputation of lower leg, level unspecified",2014-11-19 17:21:23.996408
S89.,N,S00-T98,S80-S89,Other and unspecified injuries of lower leg,2014-11-19 17:21:23.996408
S89.7,Y,S00-T98,S80-S89,Multiple injuries of lower leg,2014-11-19 17:21:23.996408
S89.9,Y,S00-T98,S80-S89,Unspecified injury of lower leg,2014-11-19 17:21:23.996408
S90.,N,S00-T98,S90-S99,Superficial injury of ankle and foot,2014-11-19 17:21:23.996408
S90.0,Y,S00-T98,S90-S99,Contusion of ankle,2014-11-19 17:21:23.996408
S90.1,Y,S00-T98,S90-S99,Contusion of toe(s) without damage to nail,2014-11-19 17:21:23.996408
S90.3,Y,S00-T98,S90-S99,Contusion of other and unspecified parts of foot,2014-11-19 17:21:23.996408
S90.7,Y,S00-T98,S90-S99,Multiple superficial injuries of ankle and foot,2014-11-19 17:21:23.996408
S90.8,Y,S00-T98,S90-S99,Other superficial injuries of ankle and foot,2014-11-19 17:21:23.996408
S90.9,Y,S00-T98,S90-S99,"Superficial injury of ankle and foot, unspecified",2014-11-19 17:21:23.996408
S91.,N,S00-T98,S90-S99,Open wound of ankle and foot,2014-11-19 17:21:23.996408
S91.1,Y,S00-T98,S90-S99,Open wound of toe(s) without damage to nail,2014-11-19 17:21:23.996408
S91.2,Y,S00-T98,S90-S99,Open wound of toe(s) with damage to nail,2014-11-19 17:21:23.996408
S91.3,Y,S00-T98,S90-S99,Open wound of other parts of foot,2014-11-19 17:21:23.996408
S92.,N,S00-T98,S90-S99,"Fracture of foot, except ankle",2014-11-19 17:21:23.996408
S92.0,Y,S00-T98,S90-S99,Fracture of calcaneus,2014-11-19 17:21:23.996408
S92.3,Y,S00-T98,S90-S99,Fracture of metatarsal bone,2014-11-19 17:21:23.996408
S92.4,Y,S00-T98,S90-S99,Fracture of great toe,2014-11-19 17:21:23.996408
S92.5,Y,S00-T98,S90-S99,Fracture of other toe,2014-11-19 17:21:23.996408
S92.9,Y,S00-T98,S90-S99,"Fracture of foot, unspecified",2014-11-19 17:21:23.996408
S93.0,Y,S00-T98,S90-S99,Dislocation of ankle joint,2014-11-19 17:21:23.996408
S93.1,Y,S00-T98,S90-S99,Dislocation of toe(s),2014-11-19 17:21:23.996408
S93.2,Y,S00-T98,S90-S99,Rupture of ligaments at ankle and foot level,2014-11-19 17:21:23.996408
S93.3,Y,S00-T98,S90-S99,Dislocation of other and unspecified parts of foot,2014-11-19 17:21:23.996408
S93.4,Y,S00-T98,S90-S99,Sprain and strain of ankle,2014-11-19 17:21:23.996408
S93.5,Y,S00-T98,S90-S99,Sprain and strain of toe(s),2014-11-19 17:21:23.996408
S93.6,Y,S00-T98,S90-S99,Sprain and strain of other and unspecified parts of foot,2014-11-19 17:21:23.996408
S94.,N,S00-T98,S90-S99,Injury of nerves at ankle and foot level,2014-11-19 17:21:23.996408
S94.0,Y,S00-T98,S90-S99,Injury of lateral plantar nerve,2014-11-19 17:21:23.996408
S94.2,Y,S00-T98,S90-S99,Injury of deep peroneal nerve at ankle and foot level,2014-11-19 17:21:23.996408
S94.3,Y,S00-T98,S90-S99,Injury of cutaneous sensory nerve at ankle and foot level,2014-11-19 17:21:23.996408
S94.8,Y,S00-T98,S90-S99,Injury of other nerves at ankle and foot level,2014-11-19 17:21:23.996408
S94.9,Y,S00-T98,S90-S99,Injury of unspecified nerve at ankle and foot level,2014-11-19 17:21:23.996408
S95.,N,S00-T98,S90-S99,Injury of blood vessels at ankle and foot level,2014-11-19 17:21:23.996408
S95.0,Y,S00-T98,S90-S99,Injury of dorsal artery of foot,2014-11-19 17:21:23.996408
S95.1,Y,S00-T98,S90-S99,Injury of plantar artery of foot,2014-11-19 17:21:23.996408
S95.2,Y,S00-T98,S90-S99,Injury of dorsal vein of foot,2014-11-19 17:21:23.996408
S95.8,Y,S00-T98,S90-S99,Injury of other blood vessels at ankle and foot level,2014-11-19 17:21:23.996408
S95.9,Y,S00-T98,S90-S99,Injury of unspecified blood vessel at ankle and foot level,2014-11-19 17:21:23.996408
S96.,N,S00-T98,S90-S99,Injury of muscle and tendon at ankle and foot level,2014-11-19 17:21:23.996408
S96.1,Y,S00-T98,S90-S99,Injury of muscle and tendon of long extensor muscle of toe at ankle and foot level,2014-11-19 17:21:23.996408
S96.2,Y,S00-T98,S90-S99,Injury of intrinsic muscle and tendon at ankle and foot level,2014-11-19 17:21:23.996408
S96.7,Y,S00-T98,S90-S99,Injury of multiple muscles and tendons at ankle and foot level,2014-11-19 17:21:23.996408
S96.8,Y,S00-T98,S90-S99,Injury of other muscles and tendons at ankle and foot level,2014-11-19 17:21:23.996408
S96.9,Y,S00-T98,S90-S99,Injury of unspecified muscle and tendon at ankle and foot level,2014-11-19 17:21:23.996408
S97.,N,S00-T98,S90-S99,Crushing injury of ankle and foot,2014-11-19 17:21:23.996408
S97.0,Y,S00-T98,S90-S99,Crushing injury of ankle,2014-11-19 17:21:23.996408
S97.1,Y,S00-T98,S90-S99,Crushing injury of toe(s),2014-11-19 17:21:23.996408
S98.,N,S00-T98,S90-S99,Traumatic amputation of ankle and foot,2014-11-19 17:21:23.996408
S98.0,Y,S00-T98,S90-S99,Traumatic amputation of foot at ankle level,2014-11-19 17:21:23.996408
S98.1,Y,S00-T98,S90-S99,Traumatic amputation of one toe,2014-11-19 17:21:23.996408
S98.2,Y,S00-T98,S90-S99,Traumatic amputation of two or more toes,2014-11-19 17:21:23.996408
S98.3,Y,S00-T98,S90-S99,Traumatic amputation of other parts of foot,2014-11-19 17:21:23.996408
S99.,N,S00-T98,S90-S99,Other and unspecified injuries of ankle and foot,2014-11-19 17:21:23.996408
S99.7,Y,S00-T98,S90-S99,Multiple injuries of ankle and foot,2014-11-19 17:21:23.996408
S99.8,Y,S00-T98,S90-S99,Other specified injuries of ankle and foot,2014-11-19 17:21:23.996408
S99.9,Y,S00-T98,S90-S99,Unspecified injury of ankle and foot,2014-11-19 17:21:23.996408
T00.0,Y,S00-T98,T00-T07,Superficial injuries involving head with neck,2014-11-19 17:21:23.996408
T00.1,Y,S00-T98,T00-T07,"Superficial injuries involving thorax with abdomen, lower back and pelvis",2014-11-19 17:21:23.996408
T00.2,Y,S00-T98,T00-T07,Superficial injuries involving multiple regions of upper limb(s),2014-11-19 17:21:23.996408
T00.3,Y,S00-T98,T00-T07,Superficial injuries involving multiple regions of lower limb(s),2014-11-19 17:21:23.996408
T00.8,Y,S00-T98,T00-T07,Superficial injuries involving other combinations of body regions,2014-11-19 17:21:23.996408
T00.9,Y,S00-T98,T00-T07,"Multiple superficial injuries, unspecified",2014-11-19 17:21:23.996408
T01.,N,S00-T98,T00-T07,Open wounds involving multiple body regions,2014-11-19 17:21:23.996408
T01.0,Y,S00-T98,T00-T07,Open wounds involving head with neck,2014-11-19 17:21:23.996408
T01.1,Y,S00-T98,T00-T07,"Open wounds involving thorax with abdomen, lower back and pelvis",2014-11-19 17:21:23.996408
T01.2,Y,S00-T98,T00-T07,Open wounds involving multiple regions of upper limb(s),2014-11-19 17:21:23.996408
T01.3,Y,S00-T98,T00-T07,Open wounds involving multiple regions of lower limb(s),2014-11-19 17:21:23.996408
T01.8,Y,S00-T98,T00-T07,Open wounds involving other combinations of body regions,2014-11-19 17:21:23.996408
T01.9,Y,S00-T98,T00-T07,"Multiple open wounds, unspecified",2014-11-19 17:21:23.996408
T02.,N,S00-T98,T00-T07,Fractures involving multiple body regions,2014-11-19 17:21:23.996408
T02.0,Y,S00-T98,T00-T07,Fractures involving head with neck,2014-11-19 17:21:23.996408
T02.1,Y,S00-T98,T00-T07,Fractures involving thorax with lower back and pelvis,2014-11-19 17:21:23.996408
T02.2,Y,S00-T98,T00-T07,Fractures involving multiple regions of one upper limb,2014-11-19 17:21:23.996408
T02.4,Y,S00-T98,T00-T07,Fractures involving multiple regions of both upper limbs,2014-11-19 17:21:23.996408
T02.5,Y,S00-T98,T00-T07,Fractures involving multiple regions of both lower limbs,2014-11-19 17:21:23.996408
T02.6,Y,S00-T98,T00-T07,Fractures involving multiple regions of upper limb(s) with lower limb(s),2014-11-19 17:21:23.996408
T02.7,Y,S00-T98,T00-T07,Fractures involving thorax with lower back and pelvis with limb(s),2014-11-19 17:21:23.996408
T02.8,Y,S00-T98,T00-T07,Fractures involving other combinations of body regions,2014-11-19 17:21:23.996408
T02.9,Y,S00-T98,T00-T07,"Multiple fractures, unspecified",2014-11-19 17:21:23.996408
T03.0,Y,S00-T98,T00-T07,"Dislocations, sprains and strains involving head with neck",2014-11-19 17:21:23.996408
T03.1,Y,S00-T98,T00-T07,"Dislocations, sprains and strains involving thorax with lower back and pelvis",2014-11-19 17:21:23.996408
T03.2,Y,S00-T98,T00-T07,"Dislocations, sprains and strains involving multiple regions of upper limb(s)",2014-11-19 17:21:23.996408
T03.4,Y,S00-T98,T00-T07,"Dislocations, sprains and strains involving multiple regions of upper limb(s) with lower limb(s)",2014-11-19 17:21:23.996408
T03.9,Y,S00-T98,T00-T07,"Multiple dislocations, sprains and strains, unspecified",2014-11-19 17:21:23.996408
T04.,N,S00-T98,T00-T07,Crushing injuries involving multiple body regions,2014-11-19 17:21:23.996408
T04.0,Y,S00-T98,T00-T07,Crushing injuries involving head with neck,2014-11-19 17:21:23.996408
T04.2,Y,S00-T98,T00-T07,Crushing injuries involving multiple regions of upper limb(s),2014-11-19 17:21:23.996408
T04.3,Y,S00-T98,T00-T07,Crushing injuries involving multiple regions of lower limb(s),2014-11-19 17:21:23.996408
T04.4,Y,S00-T98,T00-T07,Crushing injuries involving multiple regions of upper limb(s) with lower limb(s),2014-11-19 17:21:23.996408
T04.7,Y,S00-T98,T00-T07,"Crushing injuries of thorax with abdomen, lower back and pelvis with limb(s)",2014-11-19 17:21:23.996408
T04.8,Y,S00-T98,T00-T07,Crushing injuries involving other combinations of body regions,2014-11-19 17:21:23.996408
T04.9,Y,S00-T98,T00-T07,"Multiple crushing injuries, unspecified",2014-11-19 17:21:23.996408
T05.0,Y,S00-T98,T00-T07,Traumatic amputation of both hands,2014-11-19 17:21:23.996408
T05.1,Y,S00-T98,T00-T07,"Traumatic amputation of one hand and other arm [any level, except hand]",2014-11-19 17:21:23.996408
T05.2,Y,S00-T98,T00-T07,Traumatic amputation of both arms [any level],2014-11-19 17:21:23.996408
T05.3,Y,S00-T98,T00-T07,Traumatic amputation of both feet,2014-11-19 17:21:23.996408
T05.5,Y,S00-T98,T00-T07,Traumatic amputation of both legs [any level],2014-11-19 17:21:23.996408
T05.6,Y,S00-T98,T00-T07,"Traumatic amputation of upper and lower limbs, any combination [any level]",2014-11-19 17:21:23.996408
T05.8,Y,S00-T98,T00-T07,Traumatic amputations involving other combinations of body regions,2014-11-19 17:21:23.996408
T05.9,Y,S00-T98,T00-T07,"Multiple traumatic amputations, unspecified",2014-11-19 17:21:23.996408
T06.,N,S00-T98,T00-T07,"Other injuries involving multiple body regions, not elsewhere classified",2014-11-19 17:21:23.996408
T06.1,Y,S00-T98,T00-T07,Injuries of nerves and spinal cord involving other multiple body regions,2014-11-19 17:21:23.996408
T06.2,Y,S00-T98,T00-T07,Injuries of nerves involving multiple body regions,2014-11-19 17:21:23.996408
T06.3,Y,S00-T98,T00-T07,Injuries of blood vessels involving multiple body regions,2014-11-19 17:21:23.996408
T06.4,Y,S00-T98,T00-T07,Injuries of muscles and tendons involving multiple body regions,2014-11-19 17:21:23.996408
T06.5,Y,S00-T98,T00-T07,Injuries of intrathoracic organs with intra-abdominal and pelvic organs,2014-11-19 17:21:23.996408
T06.8,Y,S00-T98,T00-T07,Other specified injuries involving multiple body regions,2014-11-19 17:21:23.996408
T07.,Y,S00-T98,T00-T07,Unspecified multiple injuries,2014-11-19 17:21:23.996408
T08.,Y,S00-T98,T08-T14,"Fracture of spine, level unspecified",2014-11-19 17:21:23.996408
T09.,N,S00-T98,T08-T14,"Other injuries of spine and trunk, level unspecified",2014-11-19 17:21:23.996408
T09.1,Y,S00-T98,T08-T14,"Open wound of trunk, level unspecified",2014-11-19 17:21:23.996408
T09.2,Y,S00-T98,T08-T14,"Dislocation, sprain and strain of unspecified joint and ligament of trunk",2014-11-19 17:21:23.996408
T09.3,Y,S00-T98,T08-T14,"Injury of spinal cord, level unspecified",2014-11-19 17:21:23.996408
T09.5,Y,S00-T98,T08-T14,Injury of unspecified muscle and tendon of trunk,2014-11-19 17:21:23.996408
T09.6,Y,S00-T98,T08-T14,"Traumatic amputation of trunk, level unspecified",2014-11-19 17:21:23.996408
T09.8,Y,S00-T98,T08-T14,"Other specified injuries of trunk, level unspecified",2014-11-19 17:21:23.996408
T09.9,Y,S00-T98,T08-T14,"Unspecified injury of trunk, level unspecified",2014-11-19 17:21:23.996408
T10.,Y,S00-T98,T08-T14,"Fracture of upper limb, level unspecified",2014-11-19 17:21:23.996408
T11.,N,S00-T98,T08-T14,"Other injuries of upper limb, level unspecified",2014-11-19 17:21:23.996408
T11.0,Y,S00-T98,T08-T14,"Superficial injury of upper limb, level unspecified",2014-11-19 17:21:23.996408
T11.2,Y,S00-T98,T08-T14,"Dislocation, sprain and strain of unspecified joint and ligament of upper limb, level unspecified",2014-11-19 17:21:23.996408
T11.3,Y,S00-T98,T08-T14,"Injury of unspecified nerve of upper limb, level unspecified",2014-11-19 17:21:23.996408
T11.4,Y,S00-T98,T08-T14,"Injury of unspecified blood vessel of upper limb, level unspecified",2014-11-19 17:21:23.996408
T11.6,Y,S00-T98,T08-T14,"Traumatic amputation of upper limb, level unspecified",2014-11-19 17:21:23.996408
T11.8,Y,S00-T98,T08-T14,"Other specified injuries of upper limb, level unspecified",2014-11-19 17:21:23.996408
T11.9,Y,S00-T98,T08-T14,"Unspecified injury of upper limb, level unspecified",2014-11-19 17:21:23.996408
T12.,Y,S00-T98,T08-T14,"Fracture of lower limb, level unspecified",2014-11-19 17:21:23.996408
T13.,N,S00-T98,T08-T14,"Other injuries of lower limb, level unspecified",2014-11-19 17:21:23.996408
T13.0,Y,S00-T98,T08-T14,"Superficial injury of lower limb, level unspecified",2014-11-19 17:21:23.996408
T13.1,Y,S00-T98,T08-T14,"Open wound of lower limb, level unspecified",2014-11-19 17:21:23.996408
T13.3,Y,S00-T98,T08-T14,"Injury of unspecified nerve of lower limb, level unspecified",2014-11-19 17:21:23.996408
T13.4,Y,S00-T98,T08-T14,"Injury of unspecified blood vessel of lower limb, level unspecified",2014-11-19 17:21:23.996408
T13.5,Y,S00-T98,T08-T14,"Injury of unspecified muscle and tendon of lower limb, level unspecified",2014-11-19 17:21:23.996408
T13.6,Y,S00-T98,T08-T14,"Traumatic amputation of lower limb, level unspecified",2014-11-19 17:21:23.996408
T13.8,Y,S00-T98,T08-T14,"Other specified injuries of lower limb, level unspecified",2014-11-19 17:21:23.996408
T13.9,Y,S00-T98,T08-T14,"Unspecified injury of lower limb, level unspecified",2014-11-19 17:21:23.996408
T14.,N,S00-T98,T08-T14,Injury of unspecified body region,2014-11-19 17:21:23.996408
T14.0,Y,S00-T98,T08-T14,Superficial injury of unspecified body region,2014-11-19 17:21:23.996408
T14.2,Y,S00-T98,T08-T14,Fracture of unspecified body region,2014-11-19 17:21:23.996408
T14.3,Y,S00-T98,T08-T14,"Dislocation, sprain and strain of unspecified body region",2014-11-19 17:21:23.996408
T14.4,Y,S00-T98,T08-T14,Injury of nerve(s) of unspecified body region,2014-11-19 17:21:23.996408
T14.6,Y,S00-T98,T08-T14,Injury of muscles and tendons of unspecified body region,2014-11-19 17:21:23.996408
T14.7,Y,S00-T98,T08-T14,Crushing injury and traumatic amputation of unspecified body region,2014-11-19 17:21:23.996408
T14.8,Y,S00-T98,T08-T14,Other injuries of unspecified body region,2014-11-19 17:21:23.996408
T14.9,Y,S00-T98,T08-T14,"Injury, unspecified",2014-11-19 17:21:23.996408
T15.,N,S00-T98,T15-T19,Foreign body on external eye,2014-11-19 17:21:23.996408
T15.0,Y,S00-T98,T15-T19,Foreign body in cornea,2014-11-19 17:21:23.996408
T15.8,Y,S00-T98,T15-T19,Foreign body in other and multiple parts of external eye,2014-11-19 17:21:23.996408
T15.9,Y,S00-T98,T15-T19,"Foreign body on external eye, part unspecified",2014-11-19 17:21:23.996408
T17.0,Y,S00-T98,T15-T19,Foreign body in nasal sinus,2014-11-19 17:21:23.996408
T17.1,Y,S00-T98,T15-T19,Foreign body in nostril,2014-11-19 17:21:23.996408
T17.3,Y,S00-T98,T15-T19,Foreign body in larynx,2014-11-19 17:21:23.996408
T17.4,Y,S00-T98,T15-T19,Foreign body in trachea,2014-11-19 17:21:23.996408
T17.5,Y,S00-T98,T15-T19,Foreign body in bronchus,2014-11-19 17:21:23.996408
T17.9,Y,S00-T98,T15-T19,"Foreign body in respiratory tract, part unspecified",2014-11-19 17:21:23.996408
T18.,N,S00-T98,T15-T19,Foreign body in alimentary tract,2014-11-19 17:21:23.996408
T18.0,Y,S00-T98,T15-T19,Foreign body in mouth,2014-11-19 17:21:23.996408
T18.1,Y,S00-T98,T15-T19,Foreign body in oesophagus,2014-11-19 17:21:23.996408
T18.2,Y,S00-T98,T15-T19,Foreign body in stomach,2014-11-19 17:21:23.996408
T18.4,Y,S00-T98,T15-T19,Foreign body in colon,2014-11-19 17:21:23.996408
T18.5,Y,S00-T98,T15-T19,Foreign body in anus and rectum,2014-11-19 17:21:23.996408
T18.9,Y,S00-T98,T15-T19,"Foreign body in alimentary tract, part unspecified",2014-11-19 17:21:23.996408
T19.,N,S00-T98,T15-T19,Foreign body in genitourinary tract,2014-11-19 17:21:23.996408
T19.0,Y,S00-T98,T15-T19,Foreign body in urethra,2014-11-19 17:21:23.996408
T19.1,Y,S00-T98,T15-T19,Foreign body in bladder,2014-11-19 17:21:23.996408
T19.2,Y,S00-T98,T15-T19,Foreign body in vulva and vagina,2014-11-19 17:21:23.996408
T19.3,Y,S00-T98,T15-T19,Foreign body in uterus [any part],2014-11-19 17:21:23.996408
T19.9,Y,S00-T98,T15-T19,"Foreign body in genitourinary tract, part unspecified",2014-11-19 17:21:23.996408
T20.,N,S00-T98,T20-T25,Burn and corrosion of head and neck,2014-11-19 17:21:23.996408
T20.0,Y,S00-T98,T20-T25,Burn of unspecified degree of head and neck,2014-11-19 17:21:23.996408
T20.1,Y,S00-T98,T20-T25,Burn of first degree of head and neck,2014-11-19 17:21:23.996408
T20.2,Y,S00-T98,T20-T25,Burn of second degree of head and neck,2014-11-19 17:21:23.996408
T20.3,Y,S00-T98,T20-T25,Burn of third degree of head and neck,2014-11-19 17:21:23.996408
T20.5,Y,S00-T98,T20-T25,Corrosion of first degree of head and neck,2014-11-19 17:21:23.996408
T20.6,Y,S00-T98,T20-T25,Corrosion of second degree of head and neck,2014-11-19 17:21:23.996408
T20.7,Y,S00-T98,T20-T25,Corrosion of third degree of head and neck,2014-11-19 17:21:23.996408
T21.,N,S00-T98,T20-T25,Burn and corrosion of trunk,2014-11-19 17:21:23.996408
T21.0,Y,S00-T98,T20-T25,Burn of unspecified degree of trunk,2014-11-19 17:21:23.996408
T21.2,Y,S00-T98,T20-T25,Burn of second degree of trunk,2014-11-19 17:21:23.996408
T21.3,Y,S00-T98,T20-T25,Burn of third degree of trunk,2014-11-19 17:21:23.996408
T21.4,Y,S00-T98,T20-T25,Corrosion of unspecified degree of trunk,2014-11-19 17:21:23.996408
T21.6,Y,S00-T98,T20-T25,Corrosion of second degree of trunk,2014-11-19 17:21:23.996408
T21.7,Y,S00-T98,T20-T25,Corrosion of third degree of trunk,2014-11-19 17:21:23.996408
